t_ms,s1,s2,s1_norm,s2_norm,thr1,thr2,line1,line2
77051,2966,2793,0.188,0.0395,2066.5,1766,1,1
77151,2900,2766,0.2109,0.0516,2066.5,1766,1,1
77251,2717,2690,0.2744,0.0857,2066.5,1766,1,1
77351,2207,2478,0.4513,0.1807,2066.5,1766,1,1
77451,1447,2128,0.7149,0.3377,2066.5,1766,0,1
77551,919,1877,0.898,0.4502,2066.5,1766,0,1
77651,1168,2001,0.8117,0.3946,2066.5,1766,0,1
77751,1458,2142,0.7111,0.3314,2066.5,1766,0,1
77851,1535,2179,0.6844,0.3148,2066.5,1766,0,1
77951,1616,2218,0.6563,0.2973,2066.5,1766,0,1
78051,1807,2304,0.59,0.2587,2066.5,1766,0,1
78151,2495,2611,0.3514,0.1211,2066.5,1766,1,1
78251,1934,2362,0.546,0.2327,2066.5,1766,0,1
78351,1375,2113,0.7399,0.3444,2066.5,1766,0,1
78451,977,1926,0.8779,0.4283,2066.5,1766,0,1
78551,935,1910,0.8925,0.4354,2066.5,1766,0,1
78651,919,1904,0.898,0.4381,2066.5,1766,0,1
78751,1041,1957,0.8557,0.4143,2066.5,1766,0,1
78851,1286,2080,0.7707,0.3592,2066.5,1766,0,1
78951,1746,2287,0.6112,0.2664,2066.5,1766,0,1
79051,1455,2153,0.7121,0.3265,2066.5,1766,0,1
79151,1443,2155,0.7163,0.3256,2066.5,1766,0,1
79251,1695,2262,0.6289,0.2776,2066.5,1766,0,1
79351,1680,2256,0.6341,0.2803,2066.5,1766,0,1
79451,1847,2335,0.5761,0.2448,2066.5,1766,0,1
79551,2225,2497,0.445,0.1722,2066.5,1766,1,1
79651,2601,2658,0.3146,0.1,2066.5,1766,1,1
79751,2953,2803,0.1925,0.035,2066.5,1766,1,1
79851,3273,2924,0.0815,0,2066.5,1766,1,1
79951,3211,2895,0.103,0,2066.5,1766,1,1
80051,2128,2446,0.4787,0.1951,2066.5,1766,1,1
80151,1673,2246,0.6365,0.2848,2066.5,1766,0,1
80251,1744,2275,0.6119,0.2717,2066.5,1766,0,1
80351,2327,2528,0.4096,0.1583,2066.5,1766,1,1
80451,2759,2713,0.2598,0.0753,2066.5,1766,1,1
80551,2315,2518,0.4138,0.1628,2066.5,1766,1,1
80651,2268,2502,0.4301,0.17,2066.5,1766,1,1
80751,2288,2514,0.4232,0.1646,2066.5,1766,1,1
80851,2858,2763,0.2255,0.0529,2066.5,1766,1,1
80951,918,1909,0.8984,0.4359,2066.5,1766,0,1
81051,725,1819,0.9653,0.4762,2066.5,1766,0,1
81151,666,1793,0.9858,0.4879,2066.5,1766,0,1
81251,688,1808,0.9781,0.4812,2066.5,1766,0,1
81351,983,1945,0.8758,0.4197,2066.5,1766,0,1
81451,655,1795,0.9896,0.487,2066.5,1766,0,1
81551,2423,2469,0.3763,0.1848,2066.5,1766,1,1
81651,3070,2825,0.1519,0.0251,2066.5,1766,1,1
81751,3234,2890,0.095,0,2066.5,1766,1,1
81851,3061,2751,0.155,0.0583,2066.5,1766,1,1
81951,2951,2624,0.1932,0.1152,2066.5,1766,1,1
82051,2854,2533,0.2268,0.1561,2066.5,1766,1,1
82151,2807,2480,0.2431,0.1798,2066.5,1766,1,1
82251,2786,2432,0.2504,0.2013,2066.5,1766,1,1
82351,2741,2369,0.266,0.2296,2066.5,1766,1,1
82451,2655,2229,0.2959,0.2924,2066.5,1766,1,1
82551,2587,2123,0.3195,0.3399,2066.5,1766,1,1
82651,2315,1644,0.4138,0.5547,2066.5,1766,1,0
82751,2135,1296,0.4762,0.7108,2066.5,1766,1,0
82851,2202,1410,0.453,0.6596,2066.5,1766,1,0
82951,2218,1435,0.4475,0.6484,2066.5,1766,1,0
83051,2453,1872,0.3659,0.4525,2066.5,1766,1,1
83151,2762,2325,0.2588,0.2493,2066.5,1766,1,1
83251,2761,2327,0.2591,0.2484,2066.5,1766,1,1
83351,2577,1987,0.3229,0.4009,2066.5,1766,1,1
83451,2541,1931,0.3354,0.426,2066.5,1766,1,1
83551,2619,2059,0.3084,0.3686,2066.5,1766,1,1
83651,2622,2064,0.3073,0.3664,2066.5,1766,1,1
83751,2669,2146,0.291,0.3296,2066.5,1766,1,1
83851,2668,2145,0.2914,0.33,2066.5,1766,1,1
83951,2672,2154,0.29,0.326,2066.5,1766,1,1
84051,2672,2127,0.29,0.3381,2066.5,1766,1,1
84151,2667,2130,0.2917,0.3368,2066.5,1766,1,1
84251,2682,2160,0.2865,0.3233,2066.5,1766,1,1
84351,2668,2138,0.2914,0.3332,2066.5,1766,1,1
84451,2672,2149,0.29,0.3283,2066.5,1766,1,1
84551,2682,2157,0.2865,0.3247,2066.5,1766,1,1
84651,2685,2161,0.2855,0.3229,2066.5,1766,1,1
84751,2688,2181,0.2844,0.3139,2066.5,1766,1,1
84851,2665,2170,0.2924,0.3188,2066.5,1766,1,1
84951,2706,2221,0.2782,0.296,2066.5,1766,1,1
85051,2707,2224,0.2778,0.2946,2066.5,1766,1,1
85151,2711,2214,0.2764,0.2991,2066.5,1766,1,1
85251,2697,2195,0.2813,0.3076,2066.5,1766,1,1
85351,2687,2175,0.2848,0.3166,2066.5,1766,1,1
85451,2686,2175,0.2851,0.3166,2066.5,1766,1,1
85551,2688,2175,0.2844,0.3166,2066.5,1766,1,1
85651,2691,2177,0.2834,0.3157,2066.5,1766,1,1
85751,2694,2176,0.2823,0.3161,2066.5,1766,1,1
85851,2695,2176,0.282,0.3161,2066.5,1766,1,1
85951,2698,2183,0.281,0.313,2066.5,1766,1,1
86051,2709,2197,0.2771,0.3067,2066.5,1766,1,1
86151,2711,2208,0.2764,0.3018,2066.5,1766,1,1
86251,2718,2206,0.274,0.3027,2066.5,1766,1,1
86351,2749,2256,0.2633,0.2803,2066.5,1766,1,1
86451,3029,2607,0.1661,0.1229,2066.5,1766,1,1
86551,3184,2734,0.1124,0.0659,2066.5,1766,1,1
86651,3200,2742,0.1068,0.0623,2066.5,1766,1,1
86751,3186,2734,0.1117,0.0659,2066.5,1766,1,1
86851,3191,2736,0.11,0.065,2066.5,1766,1,1
86951,3185,2734,0.112,0.0659,2066.5,1766,1,1
87051,3174,2723,,,,,,
87151,3182,2726,,,,,,
87251,3175,2722,,,,,,
87351,3167,2711,,,,,,
87451,3169,2715,,,,,,
87551,3163,2707,,,,,,
87651,3152,2697,,,,,,
87751,3154,2703,,,,,,
87851,3153,2703,,,,,,
87951,3149,2691,,,,,,
88051,3151,2695,,,,,,
88151,3143,2691,,,,,,
88251,3136,2683,,,,,,
88351,3148,2688,,,,,,
88451,3151,2695,,,,,,
88551,3149,2692,,,,,,
88651,3151,2691,,,,,,
88751,3265,2758,,,,,,
88851,3464,2897,,,,,,
88951,3479,2911,,,,,,
89051,3481,2911,,,,,,
89151,3486,2910,,,,,,
89251,3485,2913,,,,,,
89351,3487,2910,,,,,,
89451,3479,2908,,,,,,
89551,3479,2906,,,,,,
89651,3488,2912,,,,,,
89751,3490,2912,,,,,,
89851,3495,2914,,,,,,
89951,3493,2913,,,,,,
90051,3491,2911,,,,,,
90151,3487,2906,,,,,,
90251,3494,2914,,,,,,
90351,3497,2915,,,,,,
90451,3492,2902,,,,,,
90551,3498,2913,,,,,,
90651,3493,2909,,,,,,
90751,3491,2903,,,,,,
90851,3486,2910,,,,,,
90951,3494,2913,,,,,,
91051,3493,2896,,,,,,
91151,3504,2911,,,,,,
91251,3499,2911,,,,,,
91351,3499,2904,,,,,,
91451,3498,2913,,,,,,
91551,3504,2913,,,,,,
91651,3498,2909,,,,,,
91751,3503,2913,,,,,,
91851,3504,2913,,,,,,
91951,3502,2907,,,,,,
92051,3499,2911,,,,,,
92151,3504,2912,,,,,,
92251,3495,2905,,,,,,
92351,3504,2912,,,,,,
92451,3503,2909,,,,,,
92551,3503,2905,,,,,,
92651,3504,2914,,,,,,
92751,3503,2913,,,,,,
92851,3505,2903,,,,,,
92951,3505,2911,,,,,,
93051,3504,2914,,,,,,
93151,3501,2905,,,,,,
93251,3506,2914,,,,,,
93351,3507,2913,,,,,,
93451,3505,2910,,,,,,
93551,3506,2911,,,,,,
93651,3508,2912,,,,,,
93751,3501,2907,,,,,,
93851,3513,2913,,,,,,
93951,3505,2911,,,,,,
94051,3510,2912,,,,,,
94151,3505,2913,,,,,,
94251,3510,2912,,,,,,
94351,3511,2911,,,,,,
94451,3511,2919,,,,,,
94551,3514,2911,,,,,,
94651,3505,2909,,,,,,
94751,3503,2901,,,,,,
94851,3510,2913,,,,,,
94951,3514,2907,,,,,,
95051,3508,2906,,,,,,
95151,3516,2917,,,,,,
95251,3515,2913,,,,,,
95351,3513,2903,,,,,,
95451,3514,2914,,,,,,
95551,3514,2911,,,,,,
95651,3511,2906,,,,,,
95751,3517,2913,,,,,,
95851,3516,2914,,,,,,
95951,3506,2905,,,,,,
96051,3509,2903,,,,,,
96151,3517,2911,,,,,,
96251,3511,2908,,,,,,
96351,3509,2906,,,,,,
96451,3520,2914,,,,,,
96551,3514,2905,,,,,,
96651,3510,2909,,,,,,
96751,3515,2913,,,,,,
96851,3507,2899,,,,,,
96951,3519,2913,,,,,,
97051,3520,2913,,,,,,
97151,3504,2905,,,,,,
97251,3517,2911,,,,,,
97351,3504,2906,,,,,,
97451,3505,2896,,,,,,
97551,3515,2911,,,,,,
97651,3513,2901,,,,,,
97751,3519,2910,,,,,,
97851,3520,2912,,,,,,
97951,3520,2912,,,,,,
98051,3521,2911,,,,,,
98151,3520,2911,,,,,,
98251,3520,2913,,,,,,
98351,3521,2912,,,,,,
98451,3523,2915,,,,,,
98551,3521,2913,,,,,,
98651,3520,2911,,,,,,
98751,3524,2913,,,,,,
98851,3520,2913,,,,,,
98951,3519,2909,,,,,,
99051,3511,2905,,,,,,
99151,3521,2911,,,,,,
99251,3521,2917,,,,,,
99351,3521,2910,,,,,,
99451,3521,2914,,,,,,
99551,3526,2914,,,,,,
99651,3519,2907,,,,,,
99751,3525,2915,,,,,,
99851,3521,2911,,,,,,
99951,3510,2899,,,,,,
100051,3578,2906,,,,,,
100151,3534,2907,,,,,,
100251,3522,2914,,,,,,
100351,3526,2912,,,,,,
100451,3527,2914,,,,,,
100551,3532,2906,,,,,,
100651,3526,2912,,,,,,
100751,3526,2913,,,,,,
100851,3519,2902,,,,,,
100951,3533,2909,,,,,,
101051,3531,2911,,,,,,
101151,3514,2898,,,,,,
101251,3523,2902,,,,,,
101351,3525,2912,,,,,,
101451,3522,2915,,,,,,
101551,3531,2912,,,,,,
101651,3527,2913,,,,,,
101751,3520,2901,,,,,,
101851,3526,2910,,,,,,
101951,3527,2913,,,,,,
102051,3530,2913,,,,,,
102151,3524,2913,,,,,,
102251,3521,2913,,,,,,
102351,3523,2911,,,,,,
102451,3530,2915,,,,,,
102551,3529,2912,,,,,,
102651,3526,2911,,,,,,
102751,3527,2914,,,,,,
102851,3527,2909,,,,,,
102951,3524,2909,,,,,,
103051,3525,2908,,,,,,
103151,3523,2911,,,,,,
103251,3530,2910,,,,,,
103351,3517,2906,,,,,,
103451,3531,2914,,,,,,
103551,3535,2914,,,,,,
103651,3526,2907,,,,,,
103751,3533,2915,,,,,,
103851,3533,2913,,,,,,
103951,3534,2907,,,,,,
104051,3530,2914,,,,,,
104151,3530,2912,,,,,,
104251,3525,2907,,,,,,
104351,3536,2915,,,,,,
104451,3531,2912,,,,,,
104551,3529,2905,,,,,,
104651,3525,2909,,,,,,
104751,3532,2911,,,,,,
104851,3522,2902,,,,,,
104951,3532,2911,,,,,,
105051,3533,2913,,,,,,
105151,3526,2910,,,,,,
105251,3529,2911,,,,,,
105351,3530,2909,,,,,,
105451,3535,2905,,,,,,
105551,3535,2915,,,,,,
105651,3536,2914,,,,,,
105751,3530,2907,,,,,,
105851,3536,2911,,,,,,
105951,3535,2914,,,,,,
106051,3527,2904,,,,,,
106151,3536,2915,,,,,,
106251,3535,2916,,,,,,
106351,3536,2913,,,,,,
106451,3536,2914,,,,,,
106551,3536,2914,,,,,,
106651,3536,2913,,,,,,
106751,3536,2914,,,,,,
106851,3536,2915,,,,,,
106951,3538,2915,,,,,,
107051,3534,2914,,,,,,
107151,3536,2913,,,,,,
107251,3538,2914,,,,,,
107351,3539,2917,,,,,,
107451,3536,2921,,,,,,
107551,3539,2923,,,,,,
107651,3538,2911,,,,,,
107751,3536,2919,,,,,,
107851,3536,2914,,,,,,
107951,3538,2912,,,,,,
108051,3539,2923,,,,,,
108151,3536,2918,,,,,,
108251,3531,2907,,,,,,
108351,3536,2917,,,,,,
108451,3536,2926,,,,,,
108551,3532,2907,,,,,,
108651,3536,2914,,,,,,
108751,3535,2915,,,,,,
108851,3536,2911,,,,,,
108951,3536,2914,,,,,,
109051,3536,2914,,,,,,
109151,3526,2902,,,,,,
109251,3536,2915,,,,,,
109351,3532,2910,,,,,,
109451,3536,2909,,,,,,
109551,3538,2917,,,,,,
109651,3540,2918,,,,,,
109751,3533,2910,,,,,,
109851,3537,2918,,,,,,
109951,3539,2918,,,,,,
110051,3536,2909,,,,,,
110151,3537,2918,,,,,,
110251,3542,2915,,,,,,
110351,3523,2896,,,,,,
110451,3468,2871,0,1,3514.5,2900.5,1,0
110551,3357,2790,0,1,3514.5,2900.5,1,0
110651,3218,2656,0,1,3514.5,2900.5,1,0
110751,3239,2685,0,1,3514.5,2900.5,1,0
110851,3550,2901,1,0.4444,3514.5,2900.5,0,1
110951,3525,2901,1,0.4444,3514.5,2900.5,0,1
111051,3502,2886,0,1,3514.5,2900.5,1,0
111151,2043,1535,0,1,3514.5,2900.5,1,0
111251,1575,1152,0,1,3514.5,2900.5,1,0
111351,1794,1190,0,1,3514.5,2900.5,1,0
111451,1616,832,0,1,3514.5,2900.5,1,0
111551,1424,722,0,1,3514.5,2900.5,1,0
111651,1598,1189,0,1,3514.5,2900.5,1,0
111751,1361,1065,0,1,3514.5,2900.5,1,0
111851,1089,869,0,1,3514.5,2900.5,1,0
111951,842,708,0,1,3514.5,2900.5,1,0
112051,831,703,0,1,3514.5,2900.5,1,0
112151,821,693,0,1,3514.5,2900.5,1,0
112251,805,685,0,1,3514.5,2900.5,1,0
112351,783,686,0,1,3514.5,2900.5,1,0
112451,755,681,0,1,3514.5,2900.5,1,0
112551,1023,946,0.9026,0.8808,2130.5,1793,0,0
112651,978,900,0.9189,0.9015,2130.5,1793,0,0
112751,970,895,0.9218,0.9038,2130.5,1793,0,0
112851,1038,944,0.8971,0.8817,2130.5,1793,0,0
112951,805,736,0.9818,0.9753,2130.5,1793,0,0
113051,835,767,0.9709,0.9613,2130.5,1793,0,0
113151,1020,944,0.9037,0.8817,2130.5,1793,0,0
113251,815,745,0.9782,0.9712,2130.5,1793,0,0
113351,799,730,0.984,0.978,2130.5,1793,0,0
113451,790,726,0.9873,0.9798,2130.5,1793,0,0
113551,787,720,0.9884,0.9825,2130.5,1793,0,0
113651,779,711,0.9913,0.9865,2130.5,1793,0,0
113751,767,702,0.9956,0.9906,2130.5,1793,0,0
113851,768,702,0.9953,0.9906,2130.5,1793,0,0
113951,766,702,0.996,0.9906,2130.5,1793,0,0
114051,754,701,1,0.991,2130.5,1793,0,0
114151,763,698,0.9971,0.9924,2130.5,1793,0,0
114251,759,694,0.9985,0.9942,2130.5,1793,0,0
114351,753,690,1,0.996,2130.5,1793,0,0
114451,754,693,1,0.9946,2130.5,1793,0,0
114551,752,690,1,0.996,2130.5,1793,0,0
114651,752,687,1,0.9973,2130.5,1793,0,0
114751,752,688,1,0.9969,2130.5,1793,0,0
114851,750,688,1,0.9969,2130.5,1793,0,0
114951,750,685,1,0.9982,2130.5,1793,0,0
115051,750,686,1,0.9978,2130.5,1793,0,0
115151,746,686,1,0.9978,2130.5,1793,0,0
115251,747,678,1,1,2130.5,1793,0,0
115351,742,679,1,1,2130.5,1793,0,0
115451,743,681,1,1,2130.5,1793,0,0
115551,742,681,1,1,2130.5,1793,0,0
115651,740,677,1,1,2130.5,1793,0,0
115751,741,678,1,1,2130.5,1793,0,0
115851,742,676,1,1,2130.5,1793,0,0
115951,736,675,1,1,2130.5,1793,0,0
116051,739,676,1,1,2130.5,1793,0,0
116151,736,675,1,1,2130.5,1793,0,0
116251,733,670,1,1,2130.5,1793,0,0
116351,735,669,1,1,2130.5,1793,0,0
116451,733,670,1,1,2130.5,1793,0,0
116551,730,667,1,1,2130.5,1793,0,0
116651,734,672,1,1,2130.5,1793,0,0
116751,731,670,1,1,2130.5,1793,0,0
116851,725,669,1,1,2130.5,1793,0,0
116951,734,671,1,1,2130.5,1793,0,0
117051,743,662,1,1,2130.5,1793,0,0
117151,725,666,1,1,2130.5,1793,0,0
117251,730,675,1,1,2130.5,1793,0,0
117351,726,667,1,1,2130.5,1793,0,0
117451,720,663,1,1,2130.5,1793,0,0
117551,722,663,1,1,2130.5,1793,0,0
117651,722,671,1,1,2130.5,1793,0,0
117751,711,646,1,1,2130.5,1793,0,0
117851,711,645,1,1,2130.5,1793,0,0
117951,708,650,1,1,2130.5,1793,0,0
118051,703,644,1,1,2130.5,1793,0,0
118151,707,650,1,1,2130.5,1793,0,0
118251,704,648,1,1,2130.5,1793,0,0
118351,708,641,1,1,2130.5,1793,0,0
118451,705,645,1,1,2130.5,1793,0,0
118551,704,647,1,1,2130.5,1793,0,0
118651,700,645,1,1,2130.5,1793,0,0
118751,703,645,1,1,2130.5,1793,0,0
118851,704,645,1,1,2130.5,1793,0,0
118951,704,641,1,1,2130.5,1793,0,0
119051,705,644,1,1,2130.5,1793,0,0
119151,688,634,1,1,2130.5,1793,0,0
119251,684,630,1,1,2130.5,1793,0,0
119351,686,631,1,1,2130.5,1793,0,0
119451,686,631,1,1,2130.5,1793,0,0
119551,687,630,1,1,2130.5,1793,0,0
119651,688,630,1,1,2130.5,1793,0,0
119751,684,630,1,1,2130.5,1793,0,0
119851,685,631,1,1,2130.5,1793,0,0
119951,685,627,1,1,2130.5,1793,0,0
120051,682,627,1,1,2130.5,1793,0,0
120151,685,627,1,1,2130.5,1793,0,0
120251,681,624,1,1,2130.5,1793,0,0
120351,685,625,1,1,2130.5,1793,0,0
120451,720,630,1,1,2130.5,1793,0,0
120551,681,624,1,1,2130.5,1793,0,0
120651,685,627,1,1,2130.5,1793,0,0
120751,686,625,1,1,2130.5,1793,0,0
120851,678,625,1,1,2130.5,1793,0,0
120951,684,625,1,1,2130.5,1793,0,0
121051,684,627,1,1,2130.5,1793,0,0
121151,678,624,1,1,2130.5,1793,0,0
121251,682,626,1,1,2130.5,1793,0,0
121351,683,613,1,1,2130.5,1793,0,0
121451,678,624,1,1,2130.5,1793,0,0
121551,685,625,1,1,2130.5,1793,0,0
121651,683,627,1,1,2130.5,1793,0,0
121751,676,624,1,1,2130.5,1793,0,0
121851,683,627,1,1,2130.5,1793,0,0
121951,682,630,1,1,2130.5,1793,0,0
122051,677,622,1,1,2130.5,1793,0,0
122151,682,625,1,1,2130.5,1793,0,0
122251,679,625,1,1,2130.5,1793,0,0
122351,677,623,1,1,2130.5,1793,0,0
122451,681,625,1,1,2130.5,1793,0,0
122551,688,625,1,1,2130.5,1793,0,0
122651,686,624,1,1,2130.5,1793,0,0
122751,685,628,1,1,2130.5,1793,0,0
122851,685,628,1,1,2130.5,1793,0,0
122951,678,624,1,1,2130.5,1793,0,0
123051,685,627,1,1,2130.5,1793,0,0
123151,685,630,1,1,2130.5,1793,0,0
123251,685,628,1,1,2130.5,1793,0,0
123351,684,628,1,1,2130.5,1793,0,0
123451,686,627,1,1,2130.5,1793,0,0
123551,685,627,1,1,2130.5,1793,0,0
123651,685,626,1,1,2130.5,1793,0,0
123751,685,627,1,1,2130.5,1793,0,0
123851,681,626,1,1,2130.5,1793,0,0
123951,681,626,1,1,2130.5,1793,0,0
124051,685,625,1,1,2130.5,1793,0,0
124151,685,625,1,1,2130.5,1793,0,0
124251,685,628,1,1,2130.5,1793,0,0
124351,683,624,1,1,2130.5,1793,0,0
124451,681,625,1,1,2130.5,1793,0,0
124551,677,624,1,1,2130.5,1793,0,0
124651,682,626,1,1,2130.5,1793,0,0
124751,682,624,1,1,2130.5,1793,0,0
124851,679,622,1,1,2130.5,1793,0,0
124951,679,624,1,1,2130.5,1793,0,0
125051,679,624,1,1,2130.5,1793,0,0
125151,676,621,1,1,2130.5,1793,0,0
125251,679,624,1,1,2130.5,1793,0,0
125351,679,624,1,1,2130.5,1793,0,0
125451,674,619,1,1,2130.5,1793,0,0
125551,677,623,1,1,2130.5,1793,0,0
125651,677,623,1,1,2130.5,1793,0,0
125751,674,618,1,1,2130.5,1793,0,0
125851,677,623,1,1,2130.5,1793,0,0
125951,675,622,1,1,2130.5,1793,0,0
126051,674,619,1,1,2130.5,1793,0,0
126151,679,624,1,1,2130.5,1793,0,0
126251,704,649,1,1,2130.5,1793,0,0
126351,688,635,1,1,2130.5,1793,0,0
126451,688,637,1,1,2130.5,1793,0,0
126551,679,630,1,1,2130.5,1793,0,0
126651,656,624,1,1,2130.5,1793,0,0
126751,2434,1921,0.3897,0.4424,2130.5,1793,1,1
126851,3248,2764,0.0938,0.0634,2130.5,1793,1,1
126951,3239,2750,0.0971,0.0697,2130.5,1793,1,1
127051,3190,2713,0.1149,0.0863,2130.5,1793,1,1
127151,3163,2692,0.1247,0.0958,2130.5,1793,1,1
127251,3213,2713,0.1065,0.0863,2130.5,1793,1,1
127351,3297,2755,0.076,0.0674,2130.5,1793,1,1
127451,3431,2881,0.0273,0.0108,2130.5,1793,1,1
127551,3424,2884,0.0298,0.0094,2130.5,1793,1,1
127651,3425,2887,0.0294,0.0081,2130.5,1793,1,1
127751,3445,2896,0.0222,0.004,2130.5,1793,1,1
127851,3440,2894,0.024,0.0049,2130.5,1793,1,1
127951,3459,2902,0.0171,0.0013,2130.5,1793,1,1
128051,3445,2890,0.0222,0.0067,2130.5,1793,1,1
128151,3446,2889,0.0218,0.0072,2130.5,1793,1,1
128251,3451,2891,0.02,0.0063,2130.5,1793,1,1
128351,3387,2855,0.0433,0.0225,2130.5,1793,1,1
128451,3330,2813,0.064,0.0414,2130.5,1793,1,1
128551,3255,2145,0.0912,0.3417,2130.5,1793,1,1
128651,3231,2745,0.1,0.0719,2130.5,1793,1,1
128751,3194,2713,0.1134,0.0863,2130.5,1793,1,1
128851,3195,2710,0.113,0.0877,2130.5,1793,1,1
128951,3307,2784,0.0723,0.0544,2130.5,1793,1,1
129051,3287,2786,0.0796,0.0535,2130.5,1793,1,1
129151,3282,2768,0.0814,0.0616,2130.5,1793,1,1
129251,3287,2768,0.0796,0.0616,2130.5,1793,1,1
129351,3421,2874,0.0309,0.0139,2130.5,1793,1,1
129451,3456,2887,0.0182,0.0081,2130.5,1793,1,1
129551,3465,2899,0.0149,0.0027,2130.5,1793,1,1
129651,3460,2896,0.0167,0.004,2130.5,1793,1,1
129751,3439,2881,0.0244,0.0108,2130.5,1793,1,1
129851,3451,2894,0.02,0.0049,2130.5,1793,1,1
129951,3465,2896,0.0149,0.004,2130.5,1793,1,1
130051,3475,2900,0.0113,0.0022,2130.5,1793,1,1
130151,3467,2907,0.0142,0,2130.5,1793,1,1
130251,3472,2898,0.0124,0.0031,2130.5,1793,1,1
130351,3440,2882,0.024,0.0103,2130.5,1793,1,1
130451,3439,2881,0.0244,0.0108,2130.5,1793,1,1
130551,3316,2795,0.0691,0.0495,2130.5,1793,1,1
130651,2806,2381,0.2545,0.2356,2130.5,1793,1,1
130751,3191,2673,0.1145,0.1043,2130.5,1793,1,1
130851,3312,2789,0.0705,0.0522,2130.5,1793,1,1
130951,3321,2798,0.0672,0.0481,2130.5,1793,1,1
131051,3331,2782,0.0636,0.0553,2130.5,1793,1,1
131151,3367,2827,0.0505,0.0351,2130.5,1793,1,1
131251,3376,2816,0.0473,0.04,2130.5,1793,1,1
131351,3357,2816,0.0542,0.04,2130.5,1793,1,1
131451,3359,2807,0.0534,0.0441,2130.5,1793,1,1
131551,3395,2829,0.0403,0.0342,2130.5,1793,1,1
131651,3373,2781,0.0483,0.0558,2130.5,1793,1,1
131751,3381,2793,0.0454,0.0504,2130.5,1793,1,1
131851,3383,2810,0.0447,0.0427,2130.5,1793,1,1
131951,3357,2762,0.0542,0.0643,2130.5,1793,1,1
132051,3345,2743,0.0585,0.0728,2130.5,1793,1,1
132151,3318,2710,0.0683,0.0877,2130.5,1793,1,1
132251,3344,2762,0.0589,0.0643,2130.5,1793,1,1
132351,3088,2272,0.1519,0.2846,2130.5,1793,1,1
132451,2207,692,0.4722,0.9951,2130.5,1793,1,0
132551,2205,691,0.4729,0.9955,2130.5,1793,1,0
132651,2235,722,0.462,0.9816,2130.5,1793,1,0
132751,2619,1435,0.3224,0.661,2130.5,1793,1,0
132851,2742,1674,0.2777,0.5535,2130.5,1793,1,0
132951,2938,2029,0.2065,0.3939,2130.5,1793,1,1
133051,2887,1936,0.225,0.4357,2130.5,1793,1,1
133151,2864,1894,0.2334,0.4546,2130.5,1793,1,1
133251,2854,1865,0.237,0.4676,2130.5,1793,1,1
133351,2889,1931,0.2243,0.4379,2130.5,1793,1,1
133451,2795,1754,0.2585,0.5175,2130.5,1793,1,0
133551,2640,1460,0.3148,0.6497,2130.5,1793,1,0
133651,2832,1825,0.245,0.4856,2130.5,1793,1,1
133751,2890,1945,0.2239,0.4317,2130.5,1793,1,1
133851,2943,2026,0.2047,0.3952,2130.5,1793,1,1
133951,3017,2166,0.1778,0.3323,2130.5,1793,1,1
134051,2980,2090,0.1912,0.3665,2130.5,1793,1,1
134151,2961,2059,0.1981,0.3804,2130.5,1793,1,1
134251,2885,1917,0.2257,0.4442,2130.5,1793,1,1
134351,2800,1750,0.2566,0.5193,2130.5,1793,1,0
134451,2750,1664,0.2748,0.558,2130.5,1793,1,0
134551,2737,1634,0.2795,0.5715,2130.5,1793,1,0
134651,2704,1574,0.2915,0.5985,2130.5,1793,1,0
134751,2826,1799,0.2472,0.4973,2130.5,1793,1,1
134851,2843,1825,0.241,0.4856,2130.5,1793,1,1
134951,2737,1626,0.2795,0.5751,2130.5,1793,1,0
135051,2474,1134,0.3751,0.7963,2130.5,1793,1,0
135151,2301,799,0.438,0.9469,2130.5,1793,1,0
135251,2252,720,0.4558,0.9825,2130.5,1793,1,0
136783,2254,695,0.4551,0.9937,2130.5,1793,1,0
136883,2256,704,0.4544,0.9897,2130.5,1793,1,0
136983,2254,690,0.4551,0.996,2130.5,1793,1,0
137193,2257,703,0.454,0.9901,2130.5,1793,1,0
137293,2270,715,0.4493,0.9847,2130.5,1793,1,0
137393,2275,724,0.4475,0.9807,2130.5,1793,1,0
137493,2277,734,0.4467,0.9762,2130.5,1793,1,0
137593,2273,719,0.4482,0.9829,2130.5,1793,1,0
137693,2261,708,0.4526,0.9879,2130.5,1793,1,0
137793,2269,708,0.4497,0.9879,2130.5,1793,1,0
137893,2259,698,0.4533,0.9924,2130.5,1793,1,0
137993,2263,692,0.4518,0.9951,2130.5,1793,1,0
138093,2256,688,0.4544,0.9969,2130.5,1793,1,0
138193,2255,685,0.4547,0.9982,2130.5,1793,1,0
138293,2250,678,0.4566,1,2130.5,1793,1,0
138393,2250,678,0.4566,1,2130.5,1793,1,0
138493,2251,678,0.4562,1,2130.5,1793,1,0
138593,2251,673,0.4562,1,2130.5,1793,1,0
138693,2251,674,0.4562,1,2130.5,1793,1,0
138793,2256,686,0.4544,0.9978,2130.5,1793,1,0
138893,2278,719,0.4464,0.9829,2130.5,1793,1,0
138993,2280,731,0.4457,0.9775,2130.5,1793,1,0
139093,2250,675,0.4566,1,2130.5,1793,1,0
139193,2255,684,0.4547,0.9987,2130.5,1793,1,0
139293,2259,695,0.4533,0.9937,2130.5,1793,1,0
139393,2271,704,0.4489,0.9897,2130.5,1793,1,0
139493,2267,699,0.4504,0.9919,2130.5,1793,1,0
