t_ms,s1,s2,s1_norm,s2_norm,thr1,thr2,line1,line2
135656,423,393,0.9436,0.9322,1367.5,1100,0,0
135756,423,400,0.9436,0.9279,1367.5,1100,0,0
135856,432,399,0.9394,0.9285,1367.5,1100,0,0
135956,429,397,0.9408,0.9297,1367.5,1100,0,0
136056,435,397,0.938,0.9297,1367.5,1100,0,0
136156,425,395,0.9427,0.9309,1367.5,1100,0,0
136256,425,397,0.9427,0.9297,1367.5,1100,0,0
136356,431,398,0.9399,0.9291,1367.5,1100,0,0
136456,432,398,0.9394,0.9291,1367.5,1100,0,0
136556,435,400,0.938,0.9279,1367.5,1100,0,0
136656,436,405,0.9375,0.9248,1367.5,1100,0,0
136756,432,401,0.9394,0.9273,1367.5,1100,0,0
136856,432,400,0.9394,0.9279,1367.5,1100,0,0
136956,427,387,0.9418,0.9358,1367.5,1100,0,0
137056,423,386,0.9436,0.9364,1367.5,1100,0,0
137156,415,385,0.9474,0.937,1367.5,1100,0,0
137256,417,382,0.9465,0.9389,1367.5,1100,0,0
137356,421,394,0.9446,0.9315,1367.5,1100,0,0
137456,426,398,0.9422,0.9291,1367.5,1100,0,0
137556,425,384,0.9427,0.9377,1367.5,1100,0,0
137656,432,389,0.9394,0.9346,1367.5,1100,0,0
137756,415,387,0.9474,0.9358,1367.5,1100,0,0
137856,413,385,0.9483,0.937,1367.5,1100,0,0
137956,417,382,0.9465,0.9389,1367.5,1100,0,0
138056,422,384,0.9441,0.9377,1367.5,1100,0,0
138156,407,384,0.9512,0.9377,1367.5,1100,0,0
138256,412,383,0.9488,0.9383,1367.5,1100,0,0
138356,407,384,0.9512,0.9377,1367.5,1100,0,0
138456,405,382,0.9521,0.9389,1367.5,1100,0,0
138556,406,384,0.9516,0.9377,1367.5,1100,0,0
138656,409,384,0.9502,0.9377,1367.5,1100,0,0
138756,409,384,0.9502,0.9377,1367.5,1100,0,0
138856,416,383,0.9469,0.9383,1367.5,1100,0,0
138956,410,384,0.9497,0.9377,1367.5,1100,0,0
139056,410,384,0.9497,0.9377,1367.5,1100,0,0
139156,407,384,0.9512,0.9377,1367.5,1100,0,0
139256,415,382,0.9474,0.9389,1367.5,1100,0,0
139356,405,382,0.9521,0.9389,1367.5,1100,0,0
139456,409,386,0.9502,0.9364,1367.5,1100,0,0
139556,404,384,0.9526,0.9377,1367.5,1100,0,0
139656,402,374,0.9535,0.9438,1367.5,1100,0,0
139756,402,377,0.9535,0.9419,1367.5,1100,0,0
139856,400,371,0.9544,0.9456,1367.5,1100,0,0
139956,401,375,0.954,0.9432,1367.5,1100,0,0
140056,400,369,0.9544,0.9468,1367.5,1100,0,0
140156,400,378,0.9544,0.9413,1367.5,1100,0,0
140256,400,371,0.9544,0.9456,1367.5,1100,0,0
140356,400,371,0.9544,0.9456,1367.5,1100,0,0
140456,401,374,0.954,0.9438,1367.5,1100,0,0
140556,406,385,0.9516,0.937,1367.5,1100,0,0
140656,409,378,0.9502,0.9413,1367.5,1100,0,0
140756,405,378,0.9521,0.9413,1367.5,1100,0,0
140856,410,375,0.9497,0.9432,1367.5,1100,0,0
140956,400,375,0.9544,0.9432,1367.5,1100,0,0
141056,400,372,0.9544,0.945,1367.5,1100,0,0
141156,374,375,0.9667,0.9432,1367.5,1100,0,0
141256,403,371,0.953,0.9456,1367.5,1100,0,0
141356,403,381,0.953,0.9395,1367.5,1100,0,0
141456,407,378,0.9512,0.9413,1367.5,1100,0,0
141556,401,374,0.954,0.9438,1367.5,1100,0,0
141656,401,378,0.954,0.9413,1367.5,1100,0,0
141756,403,380,0.953,0.9401,1367.5,1100,0,0
141856,417,383,0.9465,0.9383,1367.5,1100,0,0
141956,413,383,0.9483,0.9383,1367.5,1100,0,0
142056,415,379,0.9474,0.9407,1367.5,1100,0,0
142156,410,382,0.9497,0.9389,1367.5,1100,0,0
142256,407,359,0.9512,0.9529,1367.5,1100,0,0
142356,402,377,0.9535,0.9419,1367.5,1100,0,0
142456,400,376,0.9544,0.9425,1367.5,1100,0,0
142556,403,378,0.953,0.9413,1367.5,1100,0,0
142656,400,378,0.9544,0.9413,1367.5,1100,0,0
142756,401,381,0.954,0.9395,1367.5,1100,0,0
142856,401,373,0.954,0.9444,1367.5,1100,0,0
142956,397,374,0.9558,0.9438,1367.5,1100,0,0
143056,400,372,0.9544,0.945,1367.5,1100,0,0
143156,401,378,0.954,0.9413,1367.5,1100,0,0
143256,400,374,0.9544,0.9438,1367.5,1100,0,0
143356,403,371,0.953,0.9456,1367.5,1100,0,0
143456,400,373,0.9544,0.9444,1367.5,1100,0,0
143556,398,368,0.9554,0.9474,1367.5,1100,0,0
143656,394,368,0.9573,0.9474,1367.5,1100,0,0
143756,398,369,0.9554,0.9468,1367.5,1100,0,0
143856,396,368,0.9563,0.9474,1367.5,1100,0,0
143956,400,368,0.9544,0.9474,1367.5,1100,0,0
144056,389,367,0.9596,0.948,1367.5,1100,0,0
144156,392,365,0.9582,0.9493,1367.5,1100,0,0
144256,393,366,0.9577,0.9487,1367.5,1100,0,0
144356,381,366,0.9634,0.9487,1367.5,1100,0,0
144456,387,367,0.9605,0.948,1367.5,1100,0,0
144556,397,369,0.9558,0.9468,1367.5,1100,0,0
144656,395,371,0.9568,0.9456,1367.5,1100,0,0
144756,400,363,0.9544,0.9505,1367.5,1100,0,0
144856,408,370,0.9507,0.9462,1367.5,1100,0,0
144956,394,368,0.9573,0.9474,1367.5,1100,0,0
145056,394,368,0.9573,0.9474,1367.5,1100,0,0
145156,395,368,0.9568,0.9474,1367.5,1100,0,0
145256,398,379,0.9554,0.9407,1367.5,1100,0,0
145356,395,369,0.9568,0.9468,1367.5,1100,0,0
145456,395,369,0.9568,0.9468,1367.5,1100,0,0
145556,389,371,0.9596,0.9456,1367.5,1100,0,0
145656,400,367,0.9544,0.948,1367.5,1100,0,0
145756,398,367,0.9554,0.948,1367.5,1100,0,0
145856,394,370,0.9573,0.9462,1367.5,1100,0,0
145956,405,375,0.9521,0.9432,1367.5,1100,0,0
146056,387,368,0.9605,0.9474,1367.5,1100,0,0
146156,390,368,0.9591,0.9474,1367.5,1100,0,0
146256,397,368,0.9558,0.9474,1367.5,1100,0,0
146356,393,367,0.9577,0.948,1367.5,1100,0,0
146456,395,368,0.9568,0.9474,1367.5,1100,0,0
146556,393,368,0.9577,0.9474,1367.5,1100,0,0
146656,397,368,0.9558,0.9474,1367.5,1100,0,0
146756,400,368,0.9544,0.9474,1367.5,1100,0,0
146856,393,369,0.9577,0.9468,1367.5,1100,0,0
146956,394,364,0.9573,0.9499,1367.5,1100,0,0
147056,393,368,0.9577,0.9474,1367.5,1100,0,0
147156,396,364,0.9563,0.9499,1367.5,1100,0,0
147256,386,367,0.961,0.948,1367.5,1100,0,0
147356,391,368,0.9587,0.9474,1367.5,1100,0,0
147456,390,368,0.9591,0.9474,1367.5,1100,0,0
147556,388,368,0.9601,0.9474,1367.5,1100,0,0
147656,402,370,0.9535,0.9462,1367.5,1100,0,0
147756,378,368,0.9648,0.9474,1367.5,1100,0,0
147856,385,369,0.9615,0.9468,1367.5,1100,0,0
147956,389,368,0.9596,0.9474,1367.5,1100,0,0
148056,389,371,0.9596,0.9456,1367.5,1100,0,0
148156,387,366,0.9605,0.9487,1367.5,1100,0,0
148256,390,357,0.9591,0.9542,1367.5,1100,0,0
148356,389,368,0.9596,0.9474,1367.5,1100,0,0
148456,391,363,0.9587,0.9505,1367.5,1100,0,0
148556,390,368,0.9591,0.9474,1367.5,1100,0,0
148656,390,368,0.9591,0.9474,1367.5,1100,0,0
148756,382,359,0.9629,0.9529,1367.5,1100,0,0
148856,391,366,0.9587,0.9487,1367.5,1100,0,0
148956,384,366,0.962,0.9487,1367.5,1100,0,0
149056,387,367,0.9605,0.948,1367.5,1100,0,0
149156,384,361,0.962,0.9517,1367.5,1100,0,0
149256,385,363,0.9615,0.9505,1367.5,1100,0,0
149356,385,364,0.9615,0.9499,1367.5,1100,0,0
149456,386,366,0.961,0.9487,1367.5,1100,0,0
149556,368,364,0.9695,0.9499,1367.5,1100,0,0
149656,385,363,0.9615,0.9505,1367.5,1100,0,0
149756,384,359,0.962,0.9529,1367.5,1100,0,0
149856,384,365,0.962,0.9493,1367.5,1100,0,0
149956,384,362,0.962,0.9511,1367.5,1100,0,0
150056,383,366,0.9624,0.9487,1367.5,1100,0,0
150156,375,365,0.9662,0.9493,1367.5,1100,0,0
150256,384,355,0.962,0.9554,1367.5,1100,0,0
150356,384,363,0.962,0.9505,1367.5,1100,0,0
150456,390,362,0.9591,0.9511,1367.5,1100,0,0
150556,384,362,0.962,0.9511,1367.5,1100,0,0
150656,384,358,0.962,0.9535,1367.5,1100,0,0
150756,384,363,0.962,0.9505,1367.5,1100,0,0
150856,384,363,0.962,0.9505,1367.5,1100,0,0
150956,381,355,0.9634,0.9554,1367.5,1100,0,0
151056,383,368,0.9624,0.9474,1367.5,1100,0,0
151156,381,357,0.9634,0.9542,1367.5,1100,0,0
151256,378,357,0.9648,0.9542,1367.5,1100,0,0
151356,378,364,0.9648,0.9499,1367.5,1100,0,0
151456,375,357,0.9662,0.9542,1367.5,1100,0,0
151556,370,357,0.9685,0.9542,1367.5,1100,0,0
151656,375,353,0.9662,0.9566,1367.5,1100,0,0
151756,374,355,0.9667,0.9554,1367.5,1100,0,0
151856,373,353,0.9671,0.9566,1367.5,1100,0,0
151956,374,355,0.9667,0.9554,1367.5,1100,0,0
152056,384,356,0.962,0.9548,1367.5,1100,0,0
152156,374,351,0.9667,0.9578,1367.5,1100,0,0
152256,384,352,0.962,0.9572,1367.5,1100,0,0
152356,377,358,0.9652,0.9535,1367.5,1100,0,0
152456,375,370,0.9662,0.9462,1367.5,1100,0,0
152556,382,357,0.9629,0.9542,1367.5,1100,0,0
152656,375,357,0.9662,0.9542,1367.5,1100,0,0
152756,375,355,0.9662,0.9554,1367.5,1100,0,0
152856,375,358,0.9662,0.9535,1367.5,1100,0,0
152956,372,358,0.9676,0.9535,1367.5,1100,0,0
153056,378,354,0.9648,0.956,1367.5,1100,0,0
153156,381,355,0.9634,0.9554,1367.5,1100,0,0
153256,381,360,0.9634,0.9523,1367.5,1100,0,0
153356,375,359,0.9662,0.9529,1367.5,1100,0,0
153456,373,355,0.9671,0.9554,1367.5,1100,0,0
153556,377,359,0.9652,0.9529,1367.5,1100,0,0
153656,375,357,0.9662,0.9542,1367.5,1100,0,0
153756,368,359,0.9695,0.9529,1367.5,1100,0,0
153856,373,357,0.9671,0.9542,1367.5,1100,0,0
153956,374,353,0.9667,0.9566,1367.5,1100,0,0
154056,377,355,0.9652,0.9554,1367.5,1100,0,0
154156,375,353,0.9662,0.9566,1367.5,1100,0,0
154256,370,353,0.9685,0.9566,1367.5,1100,0,0
154356,369,352,0.969,0.9572,1367.5,1100,0,0
154456,379,352,0.9643,0.9572,1367.5,1100,0,0
154556,374,353,0.9667,0.9566,1367.5,1100,0,0
154656,370,349,0.9685,0.959,1367.5,1100,0,0
154756,379,352,0.9643,0.9572,1367.5,1100,0,0
154856,371,350,0.9681,0.9584,1367.5,1100,0,0
154956,368,349,0.9695,0.959,1367.5,1100,0,0
